"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ONTOLOGY","CellLine"
"GO:00550012","GO:0055001","muscle cell development",125,0.255990713721015,0.996957856165698,0.461538461538462,0.662890553626896,0.478136690163194,2885,"tags=26%, list=21%, signal=20%","VEGFA/ADM/FHL2/LDB3/TPM1/CSRP2/PRKD1/MAP2K4/MEIS1/HNRNPU/ACTA1/ITGB1/ACTN1/PRKAR1A/MYO18B/CSRP1/WFIKKN1/WNT10B/CTCF/WDR1/AKAP13/BMPR1A/SGCD/SRF/YY1/TMOD3/FLNC/NACA/CFL2/ATG5/MEF2A/PDLIM5","BP","iN #2"
"GO:00072761","GO:0007276","gamete generation",455,0.226862872210562,0.998804308485507,0.462877030162413,0.664287130312197,0.47914402772475,2034,"tags=16%, list=15%, signal=14%","ROPN1L/CFAP57/HMGB2/YBX3/MYBL1/SNRPA1/TAF4B/ADCY10/TAFAZZIN/TDRD12/FXR1/TAF1L/GDF9/PAIP2/SEPTIN7/HEXB/STK33/GMCL2/OAZ3/GAL3ST1/TDRD6/TBPL1/C14orf39/FST/RNF8/CEP57/HSF2/ADAMTS2/QKI/ITGB1/H3-3B/TESMIN/SPATA24/BRCA2/FBXO5/DCAF13/CREB3L4/BMAL1/GALNT3/LARP7/IFT25/ADAMTS1/UBE2B/FIGNL1/CCNA1/SEPTIN6/LRRK2/SPATA6/CFAP53/CABYR/DHH/RNF114/NPR2/KAT8/CCNYL1/PPP1CC/METTL14/CTCF/HERC2/PTN/KLC3/RNF2/JAM3/RPS6/PRDX4/SELENOF/MKRN2/FANCA/TCFL5/PAQR7/TMEM203/SPATA25/DDX3X","BP","iN #2"
"GO:00347642","GO:0034764","positive regulation of transmembrane transport",140,0.252061968359319,0.992411160471624,0.464088397790055,0.665499093747953,0.480018205494519,2220,"tags=19%, list=16%, signal=16%","CCL2/HEPH/NR4A3/P2RX4/NTSR1/RHOQ/IFNGR2/ITGB1/STIM1/OPN3/GAL/CX3CL1/SUMO1/LRRC26/AZIN1/PRKCI/CTSS/STAC2/BRAF/ASPH/ARL6IP1/DRD1/SLC17A8/TMSB4X/MAPK14/SNCA/GJC2","BP","iN #2"
"GO:00507722","GO:0050772","positive regulation of axonogenesis",69,0.280288333530399,1.00222283296745,0.465793304221252,0.666292916795546,0.480590782554903,254,"tags=6%, list=2%, signal=6%","VEGFA/FN1/METRN/ADCY10","BP","iN #2"
"GO:19038282","GO:1903828","negative regulation of protein localization",169,0.248066171056489,1.00130817184795,0.465425531914894,0.666292916795546,0.480590782554903,2842,"tags=22%, list=21%, signal=18%","ADRA2A/APOD/GBP1/MRAP2/RHBDF1/TMEM98/CTNNA1/RHOQ/ANGPT1/PICALM/CD36/LATS2/CDK5/ABHD17B/INSIG1/LRRK2/OPRM1/REST/SIN3A/COMMD1/SUMO1/DERL2/SREBF1/ERP29/GPM6B/NDFIP2/PARK7/NDFIP1/PPP2R5A/NDUFAF2/LYPLA1/FOXO1/UCP2/ENY2/NACA/PDE8B/TXN/ILRUN","BP","iN #2"
"GO:00434332","GO:0043433","negative regulation of DNA-binding transcription factor activity",95,0.265525598897729,0.998181896902806,0.46685878962536,0.666292916795546,0.480590782554903,2811,"tags=25%, list=20%, signal=20%","TNFAIP3/TRIM21/BHLHE40/PSMD10/NFKBIA/USP7/PPP2CB/PHB2/COMMD1/SUMO1/PTGIS/CEBPG/COMMD6/RNF2/ID1/CDK5RAP3/OTULIN/IRAK3/EGLN1/PTCH1/SRI/ITCH/FZD6/UFL1","BP","iN #2"
"GO:00076101","GO:0007610","behavior",479,-0.198951955644303,-0.996839690688768,0.467213114754098,0.666292916795546,0.480590782554903,3272,"tags=29%, list=24%, signal=23%","VWA1/ATXN1/NRXN1/TACR3/NAGLU/GNAO1/NCOR1/CHD8/SCN2A/SYNJ1/ZMPSTE24/HTT/LARGE1/MEF2C/RPTOR/ABL2/USP46/CNTFR/HIPK2/JPH4/ADNP/GRIN1/ZDHHC8/NPY5R/RASGRF1/FEV/NETO1/NAV2/GLI3/MBD5/FZD4/ZNF385A/TTBK1/GRIN2D/SHANK2/POU4F1/P2RY1/ADCY3/LYPD1/ABL1/CFAP69/ALK/MTA1/SPTBN2/POMK/ACE/KLHL1/CASP3/SLITRK1/RIC8A/MEIS2/HCN1/BRINP1/LGI4/SPG11/AFF2/SLC12A5/GPR83/ATP1B2/MECP2/CALB1/ZFHX2/GIGYF2/ITGA3/KAT2A/WFS1/PEX13/PAX5/EPHB2/COL6A1/ADORA1/HOMER2/SHANK1/FZD9/ZFHX3/MAP1A/FKRP/NCOA2/ADGRB3/ADM2/GRM2/GRM5/KCNK10/PRKCG/BBS1/CRTC1/KCNA2/RELN/CNTNAP2/CLSTN2/ETV1/ASTN1/NTRK1/NPAS2/CHRNA4/ZNF212/ATP8A2/CRHBP/NTRK2/GLRB/LRRC66/HRH1/MAN2B1/ABCA7/SOBP/NRXN2/CUX2/ARC/ASIC1/PCDH17/NCSTN/SLC8A3/PDE1B/HTR1B/HOXA1/CHL1/ADCY1/SCN11A/SCN1A/APOE/KCND2/CHRNB2/CNTNAP4/CPEB3/MTOR/DACH1/BCHE/ADAM11/NPHP1/ITPR3/GRIN2B/EP300/OPRL1/PTCHD1/ITGA8/HTR2C/C1QL1/AIM2/CHRNA5/OPRD1/HTR1D","BP","iN #2"
"GO:00066432","GO:0006643","membrane lipid metabolic process",163,0.246320673857224,0.996739346510369,0.465177398160315,0.666292916795546,0.480590782554903,2039,"tags=17%, list=15%, signal=14%","CCN1/PLPP3/B3GNT5/PIGA/SPHK1/HEXB/SGMS2/ABCG2/ST3GAL1/GAL3ST1/PRKD1/PIGU/VAPA/DEGS2/PIGB/SGMS1/PRKD3/GLA/PIGL/ASAH1/B4GALT4/PIGF/SUMF1/ELOVL7/PIGP/ST3GAL6/DEGS1","BP","iN #2"
"GO:00346442","GO:0034644","cellular response to UV",74,0.276480791649239,0.995798807061197,0.466176470588235,0.666292916795546,0.480590782554903,3570,"tags=31%, list=26%, signal=23%","NEDD4/TIMP1/PIERCE1/MYC/POLH/TMEM161A/MAP3K20/OPN3/POLD3/MAPK11/MAPK14/YY1/PRKCD/MMP2/USP28/TAF1/CDKN1A/BMF/RHBDD1/ATF4/BAK1/NPM1/CASP9","BP","iN #2"
"GO:00901012","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",113,0.257437028935737,0.993474849467278,0.466666666666667,0.666292916795546,0.480590782554903,2092,"tags=18%, list=15%, signal=15%","TGFBR3/VEPH1/SNX6/UBE2D3/IGSF1/HTRA1/EMILIN1/FST/HSPA5/CDH3/SUDS3/SPRY2/SIN3A/BMP2/WFIKKN1/SAP30L/TMEM53/INTS9/GREM2/SPRY1","BP","iN #2"
"GO:00457872","GO:0045787","positive regulation of cell cycle",235,0.238694509241556,0.996275218006646,0.468354430379747,0.666946279779875,0.481062047099393,2869,"tags=22%, list=21%, signal=18%","FGFR2/TRIM21/EZH2/SPHK1/DDR2/PLSCR1/CITED2/PSMD10/MNAT1/HNRNPU/CDC14B/CDC42/CENPV/TGFB2/CCND1/ASCL1/BRCA2/MAP3K20/FBXO5/ADAMTS1/MBLAC1/UBE2B/PHB2/USP2/RDX/SIN3A/DYNLT3/DYRK3/NPR2/FGF10/CCNB1/MAD2L1BP/TBX2/WNT10B/NKX3-1/SRPK2/DDX3X/PKP4/PHOX2B/ZPR1/FEN1/PLRG1/IGF2/CCNE1/TMOD3/SLF2/CUL3/SMC6/NCAPG2/LGMN/LSM10/PAFAH1B1","BP","iN #2"
"GO:00300102","GO:0030010","establishment of cell polarity",125,0.255791803717672,0.996183199586871,0.468406593406593,0.666946279779875,0.481062047099393,3011,"tags=26%, list=22%, signal=21%","CRB1/MSN/RAP1B/WEE1/RHOQ/RACK1/KCNJ8/TRAF3IP2/CDC42/TTC8/ITGB1/KANK1/SPRY2/SHH/BCCIP/GSN/FGF10/PRKCI/PHLDB2/JAM3/RAB10/SPRY1/FEZ1/ROCK1/DOCK7/WDPCP/FSCN1/HDAC3/CYRIB/KRIT1/PAFAH1B1/NHERF1/FBXW11","BP","iN #2"
"GO:00018222","GO:0001822","kidney development",229,0.238930697911475,0.99522201733675,0.469026548672566,0.667305222974146,0.481320949432405,2788,"tags=20%, list=20%, signal=16%","VEGFA/ACTA2/FGFR2/IL6R/CYP4A11/EZH2/JAG1/OSR1/SMAD3/EGR1/ANGPT1/KCNJ8/TFAP2A/MYC/TRAF3IP2/TGFB2/IRX3/IFT25/ADAMTS1/LRRK2/CD2AP/BMP2/SHH/DLG1/HOXB7/FGF10/AGT/SNX17/AQP11/NKX3-1/SERPINF1/MPST/SPRY1/BMP6/FMN1/ANKS6/TSC1/ARID5B/PTCH1/STAT1/CUL3/WDPCP/YAP1/ITGB3/MYO1E/SALL1","BP","iN #2"
"GO:00066352","GO:0006635","fatty acid beta-oxidation",58,0.288236669276452,0.985500739030255,0.472222222222222,0.671325322187391,0.484220608993749,2519,"tags=24%, list=18%, signal=20%","ACAA2/CPT2/ABCD4/ACADS/BDH2/ECI2/HADHB/HSD17B4/ECHDC2/HADHA/SCP2/SLC27A2/PEX7/ETFDH","BP","iN #2"
"GO:00720012","GO:0072001","renal system development",235,0.238114809748433,0.993855638935788,0.473417721518987,0.672497844037152,0.485066337920374,2788,"tags=20%, list=20%, signal=17%","VEGFA/ACTA2/FGFR2/IL6R/CYP4A11/EZH2/JAG1/OSR1/SMAD3/EGR1/ANGPT1/KCNJ8/TFAP2A/MYC/TRAF3IP2/TTC8/TGFB2/IRX3/IFT25/ADAMTS1/LRRK2/CD2AP/BMP2/SHH/DLG1/HOXB7/FGF10/AGT/SNX17/AQP11/RBP4/NKX3-1/SERPINF1/MPST/SPRY1/BMP6/FMN1/ANKS6/TSC1/ARID5B/PTCH1/STAT1/CUL3/WDPCP/YAP1/ITGB3/MYO1E/SALL1","BP","iN #2"
"GO:00330452","GO:0033045","regulation of sister chromatid segregation",84,0.271968074227368,0.995347882051195,0.474747474747475,0.673656763590392,0.485902255639098,1689,"tags=17%, list=12%, signal=15%","DUSP1/IK/CDC27/RIOK2/HNRNPU/PSMG2/PHF10/MAP3K20/FBXO5/DPF2/ZNF207/CCNB1/MAD2L1BP/ZWINT","BP","iN #2"
"GO:20012512","GO:2001251","negative regulation of chromosome organization",74,0.27569999596991,0.992986621081128,0.475,0.673656763590392,0.485902255639098,2247,"tags=20%, list=16%, signal=17%","DUSP1/IK/HNRNPU/PSMG2/HNRNPA1/H3-3B/FBXO5/ZNF207/CCNB1/MAD2L1BP/ZWINT/DCP2/USP44/TENT4B/ACD","BP","iN #2"
"GO:00519622","GO:0051962","positive regulation of nervous system development",232,0.237799355730961,0.991560615826268,0.475347661188369,0.673656763590392,0.485902255639098,1970,"tags=15%, list=14%, signal=13%","VEGFA/GFAP/HAPLN3/LYN/FN1/METRN/ADCY10/RHEB/FXR1/PLAG1/MYB/SNW1/VSTM5/GRID2/CLCF1/NKX6-1/QKI/ITGB1/ASCL1/LINGO4/OPRM1/FLRT3/BMP2/SHH/HIF1A/CX3CL1/PRKCI/PPP1CC/PRMT5/BRAF/PTN/MAP2K1/SERPINF1/LRRTM1","BP","iN #2"
"GO:00720282","GO:0072028","nephron morphogenesis",57,0.286326092344931,0.977986378611201,0.477064220183486,0.675561666988949,0.487276244453818,1597,"tags=16%, list=12%, signal=14%","VEGFA/OSR1/MYC/IRX3/BMP2/SHH/DLG1/HOXB7/AGT","BP","iN #2"
"GO:00066902","GO:0006690","icosanoid metabolic process",51,0.292978244718151,0.982937658403002,0.47758887171561,0.67577707745095,0.487431617983828,2154,"tags=18%, list=16%, signal=15%","PTGES/CYP4A11/AVPR1A/CD74/PTGIS/MGST3/GSTP1/PTGR1/PLA2G4C","BP","iN #2"
"GO:00973052","GO:0097305","response to alcohol",181,0.245431986259475,1.0003243927504,0.478205128205128,0.676121669964227,0.487680169306292,2704,"tags=21%, list=20%, signal=17%","ADRA2A/TGFBR3/IGFBP7/FGFR2/NPAS4/FBP1/PTGER2/TACR1/GRAMD1C/CTNNA1/PRKD1/AVPR1A/FOS/KLF9/AIFM1/ATP5F1A/OPRM1/FDX1/HNRNPD/FKBP5/LIPA/RPL27/CLDN1/SREBF1/RPL10A/PTGFR/BRCA1/CYBB/MYD88/SCNN1G/KLF4/PSMD14/MAOB/PTCH1/NFE2L1/AKAP8/GPR155/CDKN1A","BP","iN #2"
"GO:00148232","GO:0014823","response to activity",53,0.291583831415148,0.98407263828009,0.480916030534351,0.679424983948063,0.490062818457287,3387,"tags=34%, list=25%, signal=26%","FN1/ANXA2/FOS/ITGB1/ATP5F1A/HIF1A/AGT/GCLM/CRY1/BMP6/PHOX2B/MMP2/ITGB3/CXCR4/UCP3/TH/PIK3CA/BLOC1S6","BP","iN #2"
"GO:00310162","GO:0031016","pancreas development",56,0.288080034690913,0.980460490359481,0.483076923076923,0.681416437372891,0.491499234987817,2463,"tags=25%, list=18%, signal=21%","IL6R/RHEB/BMP5/GATA6/NKX6-1/NEUROD1/SELENOT/BMAL1/SHH/FGF10/SRP54/BMP6/PCSK1/IGF2","BP","iN #2"
"GO:00020882","GO:0002088","lens development in camera-type eye",56,0.287543193270937,0.978633387684909,0.483076923076923,0.681416437372891,0.491499234987817,1467,"tags=16%, list=11%, signal=14%","CRYGS/SMAD3/VIM/CITED2/SIX3/MEIS1/ADAMTS9/SPRY2/DLG1","BP","iN #2"
"GO:00064032","GO:0006403","RNA localization",167,0.245534863486935,0.991608963451209,0.483530961791831,0.681526934491361,0.491578935514862,3624,"tags=26%, list=26%, signal=20%","MAGOH/FXR1/MAGOHB/TST/YBX1/SHQ1/HNRNPU/SSB/HNRNPA1/QKI/CETN3/TCP1/CCT6A/WRAP53/NOP58/NHP2/DCP2/CPSF6/THOC3/SMG7/MRPL18/ZFP36/IGF2BP2/ATXN2/MVP/THOC6/SNUPN/YY1/ENY2/RAN/NUP58/ALYREF/IGF2BP3/STAU2/XPO1/TPR/CAPRIN1/ATM/NUP133/NUTF2/THOC2/DHX9/RTRAF/SRSF1","BP","iN #2"
"GO:00614482","GO:0061448","connective tissue development",193,0.243140731281417,0.996298033895277,0.48469387755102,0.681599222435578,0.491631076125703,2572,"tags=21%, list=19%, signal=17%","ACTA2/CCN1/IL6R/RUNX2/TIMP1/OSR1/SMAD3/EGR1/LPL/BMP5/SERPINH1/SLC26A2/TSKU/BMP1/HOXD3/CD2AP/TBL1XR1/BMP2/HIF1A/ERRFI1/LIPA/NPR2/PRKG2/PTHLH/WNT10B/CSGALNACT1/HOXC4/STC1/PTH1R/FOSL2/BMP6/MAPK14/BMPR1A/TGFBI/SRF/ZNF219/ARID5B/ARID5A/CHSY1/TRIP11","BP","iN #2"
"GO:00097432","GO:0009743","response to carbohydrate",159,0.246484281393668,0.993386561669736,0.484126984126984,0.681599222435578,0.491631076125703,2924,"tags=21%, list=21%, signal=17%","ADRA2A/NR1D1/LYN/GCK/FBP1/SMAD3/EGR1/LPL/RACK1/NKX6-1/NEUROD1/MAP2K4/SELENOT/SIN3A/HIF1A/SELENOS/SREBF1/GCLM/SERPINF1/GLUL/SYBU/PCSK1/SRF/NDUFAF2/COL6A2/SRI/SLC12A7/TIAM1/UCP2/ENY2/PDE8B/ICAM1/RAF1/CDKN1B","BP","iN #2"
"GO:00311132","GO:0031113","regulation of microtubule polymerization",54,0.288460266215719,0.976645962205999,0.484709480122324,0.681599222435578,0.491631076125703,2256,"tags=20%, list=16%, signal=17%","RPS3/HAUS6/DRG1/FKBP4/HAUS7/NME7/STMN1/TOGARAM1/SNCA/EML2/RAC1","BP","iN #2"
"GO:00066722","GO:0006672","ceramide metabolic process",81,0.273636124973997,0.994878234963535,0.48546511627907,0.682133013888639,0.492016094854975,1627,"tags=15%, list=12%, signal=13%","CCN1/PLPP3/SPHK1/HEXB/SGMS2/ST3GAL1/GAL3ST1/DEGS2/SGMS1/GLA/ASAH1/B4GALT4","BP","iN #2"
"GO:00486392","GO:0048639","positive regulation of developmental growth",116,0.255940402476361,0.991096344825891,0.486787204450626,0.683461291697705,0.492974169082718,573,"tags=6%, list=4%, signal=6%","VEGFA/TGFBR3/FGFR2/FN1/YBX3/ADCY10/GATA6","BP","iN #2"
"GO:00171482","GO:0017148","negative regulation of translation",109,0.256538377104119,0.98632650409271,0.487323943661972,0.683685718331645,0.49313604589232,2593,"tags=19%, list=19%, signal=16%","FXR1/RIDA/PAIP2/RACK1/SERBP1/YBX1/RPS3/QKI/MAP3K20/SYNCRIP/EIF4E2/RPL13A/DDX3X/EIF3E/ZFP36/LIMD1/IGF2BP2/TSC1/EPRS1/CPEB1/PRKCH","BP","iN #2"
"GO:00070912","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",77,0.271443858222279,0.982233431958094,0.489019033674963,0.685533637624717,0.494468932610412,1689,"tags=17%, list=12%, signal=15%","DUSP1/IK/CDC27/RIOK2/PSMG2/PHF10/MAP3K20/FBXO5/DPF2/ZNF207/CCNB1/MAD2L1BP/ZWINT","BP","iN #2"
"GO:00066122","GO:0006612","protein targeting to membrane",101,0.256449531212822,0.976191764732743,0.489421720733427,0.68556834085748,0.494493963724162,2880,"tags=27%, list=21%, signal=21%","SDCBP/ZDHHC20/HSPA5/ZDHHC1/ATG3/VPS37A/CDK5/ZDHHC12/TRAM1/PRKCI/YIF1B/ARL6IP1/SSR3/AQP11/SEC63/SRP54/SRP72/SRPRB/ZNF205-AS1/SEC61G/ZDHHC13/STOM/NACA/VPS37C/GOLGA7/HPCA/CIB1","BP","iN #2"
"GO:00512252","GO:0051225","spindle assembly",98,-0.237537543182372,-0.98718117777043,0.490131578947368,0.685840633514885,0.494690365844022,1824,"tags=16%, list=13%, signal=14%","SASS6/HAUS4/TUBGCP6/DYNC1H1/CEP97/KIFC2/RIPOR2/GPSM2/INO80/TUBGCP2/RANGRF/NEK6/KIF4A/KIF11/PLK1/KASH5","BP","iN #2"
"GO:00072812","GO:0007281","germ cell development",210,0.23969481869683,0.985200937504912,0.490372272143774,0.685840633514885,0.494690365844022,2015,"tags=17%, list=15%, signal=14%","ROPN1L/CFAP57/HMGB2/TAF4B/ADCY10/TDRD12/FXR1/GDF9/HEXB/STK33/GMCL2/TDRD6/TBPL1/C14orf39/RNF8/CEP57/QKI/H3-3B/BRCA2/FBXO5/DCAF13/UBE2B/CFAP53/CABYR/DHH/NPR2/KAT8/CTCF/PTN/KLC3/RNF2/JAM3/RPS6/SELENOF/PAQR7","BP","iN #2"
"GO:00160502","GO:0016050","vesicle organization",297,0.231070814723716,0.986039257061221,0.492647058823529,0.687961327718154,0.496220002526354,3886,"tags=29%, list=28%, signal=21%","SNAP23/SPHK1/ANXA2/ATP6V1E1/SDCBP/RAB1A/TBPL1/VAPA/TFG/ZDHHC20/ARL8B/SAR1A/PICALM/STX11/VPS37A/SEC24D/RAB8A/FBXO5/BET1/SRPX/INSIG1/AP1S1/PLEKHF2/UBAP1/PRKCI/KLHL12/ZEB2/ABCB6/MVB12A/TRAPPC12/AQP11/ATP6V1F/STX5/S100A10/RUBCNL/VAMP4/WASL/HPS1/VPS4A/SNX10/DLG4/SNCA/AKTIP/RNF26/STX10/LAMTOR1/RAB29/ATP6V1G1/SERPINE2/CUL3/EPS15/PEF1/VPS37C/CHMP5/ATP6AP2/PAFAH1B1/VPS16/USP8/BACE2/SNF8/CHMP2B/SEC24A/HPS4/IST1/TRAPPC2B/ATP6V1B2/CHMP2A/BLOC1S6/AP1G1/TRAPPC2/STX8/SDC1/RAB11A/AP3M2/ARFGAP3/SNX33/VTA1/CPLX1/STX7/RAB27A/CORO1C/HOOK2/TRAPPC8/CHMP4B/STX4/STX12","BP","iN #2"
"GO:00062602","GO:0006260","DNA replication",226,0.237210636697626,0.984500280814454,0.4923273657289,0.687961327718154,0.496220002526354,3290,"tags=26%, list=24%, signal=20%","ADRA2A/GINS2/WEE1/SSBP1/TIPIN/POLE2/UCN/GINS3/CCNA2/MMS22L/RBMS1/MAP2K4/POLH/RFC3/CDC42/MCM5/SUPT16H/BRCA2/FBXO5/POLA1/SLFN11/SIN3A/PRIM1/MCM6/POLD3/RPA3/POLE4/BRCA1/POLE3/PNKP/TOP1MT/ZPR1/POLI/FEN1/RFC2/FANCM/MCM3/CCNE1/TRAIP/CENPX/YY1/PRIMPOL/RPA2/BAZ1A/CDKN1A/MEAF6/TOP1/PDS5A/CDKN1B/HELB/RFC4/POLN/NUCKS1/SMC3/NYNRIN/NT5M/LPIN1/GMNN","BP","iN #2"
"GO:00488642","GO:0048864","stem cell development",66,0.276747496494694,0.980686285262112,0.495575221238938,0.691518039482641,0.498785425101215,3200,"tags=29%, list=23%, signal=22%","FN1/TBX1/JAG1/CITED2/CDC42/SHH/HIF1A/KLHL12/PHOX2B/BMPR1A/SEMA6A/PHACTR4/PEF1/SEMA4B/SEMA3A/KBTBD8/ACVR1/ALDH1A2/MSI2","BP","iN #2"
"GO:00609932","GO:0060993","kidney morphogenesis",70,0.275543715655738,0.984432730731686,0.497797356828194,0.694084861864984,0.500636849821955,1597,"tags=16%, list=12%, signal=14%","VEGFA/OSR1/MYC/IRX3/LRRK2/BMP2/SHH/DLG1/HOXB7/FGF10/AGT","BP","iN #2"
"GO:19038292","GO:1903829","positive regulation of protein localization",370,0.228242420144848,0.988820221158979,0.5,0.696620583717358,0.502465842024416,3535,"tags=27%, list=26%, signal=21%","VEGFA/MSN/GCK/NEDD9/ADCY10/SMAD3/GLUD1/RACK1/CARD10/OAZ3/EPB41L2/UBE2D3/PRKD1/IPO7/NKX6-1/EMD/CDC42/CAMK1/TGFB2/ITGB1/NMD3/TCP1/CDK5/CCT6A/PRKAR1A/RBM22/BAG3/WRAP53/OAZ2/KIF5B/LARP7/ABHD17B/RDX/ERGIC3/CD2AP/SHH/DLG1/HIF1A/PRKG2/PRKCI/STAC2/ASPH/ADAM8/TRAPPC12/RBP4/RAMP3/RAPGEF3/FZD5/EZR/PARK7/BMP6/MAPK14/SNCA/ZPR1/CDK5RAP3/SYBU/PCSK1/ATP2C1/ITPR1/NR1H2/EFCAB7/CD81/PDCD10/LAMTOR1/RAB29/PRP4K/PRKCD/SRI/UBL5/PRKCH/MCU/YAP1/HDAC3/STOM/RAN/TOMM7/FNTA/HPCA/CIB1/GPR137B/SAE1/SEC24A/HPS4/BCAP31/PIK3CA/PRNP/MYOM1/TPR/HSP90AB1/ITGB1BP1/DDRGK1/ANP32B/ZFAND1/TARDBP/CTDSPL2/DMAP1/C1QTNF3/SOX4/MYO1C/SNX33/PARP9","BP","iN #2"
"GO:00702522","GO:0070252","actin-mediated cell contraction",79,0.269805716527567,0.979706808548279,0.500723589001447,0.697093315770242,0.502806819185523,1727,"tags=20%, list=13%, signal=18%","ACTA2/KCNJ5/ADCY10/KCNJ8/TPM1/MYL6/QKI/DSP/DSC2/GJC1/DLG1/SUMO1/GSN/EPB41L5/ZEB2/EMP2","BP","iN #2"
"GO:00465452","GO:0046545","development of primary female sexual characteristics",69,0.273557216533189,0.978154477852533,0.502183406113537,0.698054175241346,0.503499878039223,2585,"tags=20%, list=19%, signal=17%","VEGFA/GDF9/CTNNA1/CEBPB/FST/BRCA2/ADAMTS1/NPR2/IDH1/UBE3A/FANCA/IMMP2L/ARID5B/MMP2","BP","iN #2"
"GO:00094112","GO:0009411","response to UV",127,0.250803879356668,0.977949910091695,0.502086230876217,0.698054175241346,0.503499878039223,3342,"tags=28%, list=24%, signal=21%","TIPIN/NEDD4/TIMP1/PIERCE1/MYC/POLH/TMEM161A/CCND1/BRCA2/MAP3K20/OPN3/UBE2B/ERCC8/POLD3/MAPK11/MAPK14/FEN1/RPAIN/COL6A2/YY1/PRKCD/PRIMPOL/MMP2/USP28/TAF1/DCUN1D3/CDKN1A/MSH6/BMF/MAP3K4/RHBDD1/ATF4/TP53I13/CDKN2D/BAK1","BP","iN #2"
"GO:00721632","GO:0072163","mesonephric epithelium development",74,0.271212852941822,0.97682531147322,0.507352941176471,0.704160853323732,0.507904567214878,1597,"tags=14%, list=12%, signal=12%","VEGFA/FGFR2/OSR1/SMAD3/MYC/BMP2/SHH/DLG1/HOXB7/AGT","BP","iN #2"
"GO:00721642","GO:0072164","mesonephric tubule development",74,0.271212852941822,0.97682531147322,0.507352941176471,0.704160853323732,0.507904567214878,1597,"tags=14%, list=12%, signal=12%","VEGFA/FGFR2/OSR1/SMAD3/MYC/BMP2/SHH/DLG1/HOXB7/AGT","BP","iN #2"
"GO:00022002","GO:0002200","somatic diversification of immune receptors",57,-0.256262838857103,-0.961001789716073,0.508620689655172,0.705380681219024,0.50878441754497,3612,"tags=44%, list=26%, signal=33%","LIG4/ERCC1/BCL11B/MSH3/NFKBIZ/CYREN/DCLRE1C/TCF3/PMS2/TFRC/STAT6/SWAP70/MCM3AP/MLH1/SHLD3/SAMHD1/NBN/PAXIP1/PARP3/ATAD5/SANBR/PRKDC/XRCC4/SHLD1/POLL","BP","iN #2"
"GO:00482842","GO:0048284","organelle fusion",131,0.249766105103311,0.973929504342351,0.513212795549374,0.710662603913408,0.512594218455502,4618,"tags=38%, list=33%, signal=26%","SNAP23/SPHK1/ANXA2/CHCHD3/ARL8B/STX11/RAB8A/LDAH/BET1/BNIP3/FUNDC1/STX5/RUBCNL/VAMP4/VPS4A/SNCA/MCL1/STX10/STOML2/CHMP5/VPS16/MFN1/CHMP2B/PARL/CHMP2A/BAK1/STX8/ZDHHC6/CPLX1/STX7/CHMP4B/STX4/STX12/PRKN/USP30/AFG3L2/VAV3/RAB14/PLD6/SAMD9/YME1L1/SEPTIN8/VCPIP1/SNAP25/SYT4/SEC22B/TSNARE1/PNPLA2/PIP4K2A/CORO1A","BP","iN #2"
"GO:00069032","GO:0006903","vesicle targeting",59,0.281791668327188,0.969748375680279,0.513056835637481,0.710662603913408,0.512594218455502,2747,"tags=22%, list=20%, signal=18%","SNAP23/TFG/SAR1A/EXOC5/WIPI1/FAM91A1/KLHL12/TRAPPC12/STARD3NL/TRIP11/CUL3/EXOC1/PEF1","BP","iN #2"
"GO:00027902","GO:0002790","peptide secretion",167,0.241299560119334,0.974504407615002,0.515151515151515,0.712803088089129,0.514138129457894,2914,"tags=22%, list=21%, signal=18%","ADRA2A/NR1D1/CARTPT/GCK/UCN/GLUD1/STXBP3/RAB1A/PRKD1/NKX6-1/SLC8B1/NEUROD1/SELENOT/PRKAR1A/BMAL1/CD74/REST/GAL/HIF1A/UBE2Q1/SREBF1/RBP4/RAPGEF3/PARK7/SYBU/ITPR1/NDUFAF2/SRI/MCU/FOXO1/TIAM1/UCP2/ENY2/PDE8B/RAF1/ENSA/CHD7","BP","iN #2"
"GO:00094512","GO:0009451","RNA modification",146,0.244712653232758,0.973340451304067,0.516129032258065,0.713205597102333,0.514428455404283,2603,"tags=21%, list=19%, signal=17%","ELP4/SNRPG/ADARB2/SEPSECS/SSB/VIRMA/DUS2/TYW1/SYNCRIP/LARP7/NSUN5P2/FTSJ3/NHP2/THADA/TFB2M/CTU1/METTL14/QNG1/YRDC/HNRNPAB/HENMT1/TRMT13/TRMO/FTSJ1/RPUSD4/SNRPF/TRMT1/PUS1/SARS1/TRMT112/METTL5","BP","iN #2"
"GO:00465132","GO:0046513","ceramide biosynthetic process",55,0.282352528851658,0.956436547235055,0.516228748068006,0.713205597102333,0.514428455404283,1627,"tags=16%, list=12%, signal=14%","CCN1/SPHK1/SGMS2/ST3GAL1/GAL3ST1/DEGS2/SGMS1/ASAH1/B4GALT4","BP","iN #2"
